nid,jid,Court Type,Last Name,First Name,Middle Name,Suffix,Birth Year,Birth City,Birth State,Gender,Race or Ethnicity
1392451,3123,U.S. District Court,Whitney,Frank,DeArmon, ,1959,Charlotte,NC,Male,White
1392456,3124,U.S. District Court,Gelpí,Gustavo,Antonio,Jr.,1965,San Juan,Puerto Rico,Male,Hispanic
1392461,3125,U.S. Court of Appeals,Gorsuch,Neil,M., ,1967,Denver,CO,Male,White
1392466,3126,U.S. District Court,Jordan,Daniel,Porter,III,1964,Fort Bragg,NC,Male,White
1392471,3127,U.S. Court of Appeals,Shepherd,Bobby,E., ,1951,Arkadelphia,AR,Male,White
1392476,3128,U.S. Court of Appeals,Holmes,Jerome,A., ,1961,Washington,DC,Male,African American
1392481,3129,U.S. Court of Appeals,Moore,Kimberly,Ann, ,1968,Baltimore,MD,Female,White
1392491,3131,U.S. District Court,Wood,Lisa,Godbey, ,1963,Lexington,KY,Female,White
1392496,3132,U.S. District Court,Gutierrez,Philip,S., ,1959,Los Angeles,CA,Male,Hispanic
1392506,3134,U.S. District Court,Frizzell,Gregory,Kent, ,1956,Wichita,KS,Male,White
1392511,3135,U.S. District Court,O'Neill,Lawrence,Joseph, ,1952,Oakland,CA,Male,White
1392516,3136,U.S. District Court,Fischer,Nora,Barry, ,1951,Homestead,PA,Female,White
1392526,3138,U.S. District Court,Howard,Marcia,Morales, ,1965,Jacksonville,FL,Female,Hispanic
1392531,3139,U.S. District Court,Jarvey,John,Alfred, ,1956,Minneapolis,MN,Male,White
1392536,3140,U.S. District Court,Lioi,Sara,Elizabeth, ,1960,Canton,OH,Female,White
1392541,3141,U.S. District Court,Bailey,John,Preston, ,1951,Wheeling,WV,Male,White
1392551,3143,U.S. District Court,Wu,George,H., ,1950,New York,NY,Male,Asian American
1392556,3144,U.S. District Court,Bryant,Vanessa,Lynne, ,1954,Queens,NY,Female,African American
1392561,3145,U.S. District Court,Ozerden,Halil,Suleyman, ,1966,Hattiesburg,MS,Male,White
1392566,3146,U.S. District Court,Kapala,Frederick,J., ,1950,Rockford,IL,Male,White
1392571,3147,U.S. Court of Appeals,Livingston,Debra,Ann, ,1959,Waycross,GA,Female,White
1392581,3149,U.S. District Court,Sullivan,Richard,Joseph, ,1964,Manhasset,NY,Male,White
1392591,3151,U.S. District Court,O'Grady,Liam, , ,1950,Newark,NJ,Male,White
1392596,3152,U.S. District Court,Jonker,Robert,James, ,1960,Holland,MI,Male,White
1392611,3155,U.S. District Court,DeGiusti,Timothy,D., ,1962,Oklahoma City,OK,Male,White
1392616,3156,U.S. District Court,Osteen,William,Lindsay,Jr.,1960,Greensboro,NC,Male,White
1392621,3157,U.S. District Court,Reidinger,Martin,Karl, ,1958,New Haven,CT,Male,White
1392626,3158,U.S. District Court,Sammartino,Janis,Lynn, ,1950,Philadelphia,PA,Female,White
1392631,3159,U.S. Court of Appeals,Elrod,Jennifer,Walker, ,1966,Port Arthur,TX,Female,White
1392636,3160,U.S. District Court,Jones,Richard,A., ,1950,Seattle,WA,Male,African American
1392641,3161,U.S. District Court,Aycock,Sharion, , ,1955,Tupelo,MS,Female,White
1392646,3162,U.S. District Court,Mauskopf,Roslynn,Renee, ,1957,Washington,DC,Female,White
1392651,3163,U.S. Court of Appeals,Southwick,Leslie, , ,1950,Edinburg,TX,Male,White
1392656,3164,U.S. District Court,Dow,Robert,Michael,Jr.,1965,Madison,WI,Male,White
1392661,3165,U.S. District Court,O'Connor,Reed,Charles, ,1965,Houston,TX,Male,White
1392666,3166,U.S. District Court,Thapar,Amul,Roger, ,1969,Detroit,MI,Male,Asian American
1392671,3167,U.S. District Court,Laplante,Joseph,Normand, ,1965,Nashua,NH,Male,White
1392676,3168,U.S. District Court,Schroeder,Thomas,D., ,1959,Atlanta,GA,Male,White
1392681,3169,U.S. Court of Appeals,Haynes,Catharina, , ,1963,Melbourne,FL,Female,White
1392686,3170,U.S. District Court,Miller,Brian,Stacy, ,1967,Pine Bluff,AR,Male,African American
1392691,3171,U.S. District Court,Hall,James,Randal, ,1958,Augusta,GA,Male,White
1392696,3172,U.S. District Court,Mendez,John,A., ,1955,Oakland,CA,Male,Hispanic
1392701,3173,U.S. District Court,Anderson,Stanley,Thomas, ,1953,Lexington,TN,Male,White
1392706,3174,U.S. Court of Appeals,Agee,G.,Steven, ,1952,Roanoke,VA,Male,White
1392711,3175,U.S. District Court,Davis,Mark,Steven, ,1962,Portsmouth,VA,Male,White
1392716,3176,U.S. District Court,Kays,David,Gregory, ,1962,Kansas City,MO,Male,White
1392721,3177,U.S. District Court,Limbaugh,Stephen,Nathaniel,Jr.,1952,Cape Girardeau,MO,Male,White
1392726,3178,U.S. Court of Appeals,White,Helene,N., ,1954,Jackson Heights,NY,Female,White
1392731,3179,U.S. Court of Appeals,Kethledge,Raymond,M., ,1966,Summit,NJ,Male,White
1392736,3180,U.S. District Court,Murphy,Stephen,Joseph,III,1962,St. Louis,MO,Male,White
1392746,3182,U.S. District Court,Snow,G.,Murray, ,1959,Boulder City,NV,Male,White
1392751,3183,U.S. District Court,Gardephe,Paul,G., ,1957,Fitchburg,MA,Male,White
1392756,3184,U.S. District Court,Matsumoto,Kiyo,A., ,1955,Raleigh,NC,Female,Asian American
1392761,3185,U.S. District Court,Seibel,Cathy, , ,1960,West Islip,NY,Female,White
1392766,3186,U.S. District Court,Suddaby,Glenn,T., ,1956,Glen Falls,NY,Male,White
1392781,3189,U.S. District Court,Scriven,Mary,Stenson, ,1962,Atlanta,GA,Female,African American
1392786,3190,U.S. District Court,Arguello,Christine,M., ,1955,Thatcher,CO,Female,Hispanic
1392791,3191,U.S. District Court,Brimmer,Philip,A., ,1959,Rawlins,WY,Male,White
1392801,3193,U.S. District Court,Goldberg,Mitchell,S., ,1959,Philadelphia,PA,Male,White
1392811,3195,U.S. District Court,Melgren,Eric,F., ,1956,Minneola,KS,Male,White
1392941,3221,U.S. District Court,Viken,Jeffrey,Lynn, ,1952,Huron,SD,Male,White
1392946,3222,U.S. District Court,Lange,Roberto,Antonio, ,1963,Pamplona,Spain,Male,White
1392951,3223,U.S. District Court,Berger,Irene,Cornelia, ,1954,Richlands,VA,Female,African American
1392956,3224,U.S. District Court,Honeywell,Charlene,Vanessa Edwards, ,1957,Deerfield Beach,FL,Female,African American
1392961,3225,U.S. District Court,Kallon,Abdul,K., ,1969,Freetown,Sierra Leone,Male,African American
1392966,3226,U.S. District Court,Reiss,Christina,Clair, ,1962,Denver,CO,Female,White
1392971,3227,U.S. District Court,Nguyen,Jacqueline,Hong-Ngoc, ,1965,Dalat,Vietnam,Female,Asian American
1392976,3228,U.S. District Court,Gee,Dolly,Maizie, ,1959,Hawthorne,CA,Female,Asian American
1392981,3229,U.S. District Court,Seeborg,Richard,G., ,1956,Landstuhl,Germany,Male,White
1392986,3230,U.S. District Court,Peterson,Rosanna,Malouf, ,1951,Salt Lake City,UT,Female,White
1392991,3231,U.S. Court of Appeals,Keenan,Barbara,Milano, ,1950,Vienna,Austria,Female,White
1392996,3232,U.S. District Court,Conley,William,Martin, ,1956,Rice Lake,WI,Male,White
1393001,3233,U.S. Court of Appeals,Thompson,Ojetta,Rogeriee, ,1951,Anderson,SC,Female,African American
1393106,3254,U.S. District Court,Freudenthal,Nancy,Dell, ,1954,Cody,WY,Female,White
1393111,3255,U.S. District Court,Navarro,Gloria,Maria, ,1967,Las Vegas,NV,Female,Hispanic
1393116,3256,U.S. District Court,Marshall,Denzil,Price,Jr.,1963,Memphis,TN,Male,White
1393131,3259,U.S. District Court,Black,Timothy,Seymour, ,1953,Brookline,MA,Male,White
1393136,3260,U.S. District Court,DeGuilio,Jon,Ernest, ,1955,Hammond,IN,Male,White
1393226,3278,U.S. District Court,Magnus-Stinson,Jane,Elizabeth, ,1958,LaCrosse,WI,Female,White
1393231,3279,U.S. District Court,Koh,Lucy,Haeran, ,1968,Washington,DC,Female,Asian American
1393236,3280,U.S. District Court,Fleissig,Audrey,Goldstein, ,1955,St. Louis,MO,Female,White
1393241,3281,U.S. District Court,Foote,Elizabeth,Erny, ,1953,Lafayette,LA,Female,White
1393246,3282,U.S. District Court,Pratt,Tanya,Walton, ,1959,Indianapolis,IN,Female,African American
1393251,3283,U.S. District Court,Jackson,Brian,Anthony, ,1960,New Orleans,LA,Male,African American
1393256,3284,U.S. District Court,Goldsmith,Mark,Allan, ,1952,Detroit,MI,Male,White
1393261,3285,U.S. District Court,Treadwell,Marc,Thomas, ,1955,Fort Campbell,KY,Male,White
1393266,3286,U.S. District Court,Staton,Josephine,L., ,1961,St. Louis,MO,Female,White
1393271,3287,U.S. District Court,Feinerman,Gary,, ,1965,Skokie,IL,Male,White
1393276,3288,U.S. District Court,Coleman,Sharon,Johnson, ,1960,Chicago,IL,Female,African American
1393281,3289,Supreme Court,Kagan,Elena, , ,1960,New York,NY,Female,White
1393286,3290,U.S. District Court,Childs,Julianna,Michelle, ,1966,Detroit,MI,Female,African American
1393291,3291,U.S. District Court,Stark,Leonard,Philip, ,1969,Detroit,MI,Male,White
1393296,3292,U.S. District Court,Gergel,Richard,Mark, ,1954,Columbia,SC,Male,White
1393301,3293,U.S. Court of Appeals,Wynn,James,Andrew,Jr.,1954,Robersonville,NC,Male,African American
1393306,3294,U.S. Court of Appeals,Stranch,Jane,Branstetter, ,1953,Nashville,TN,Female,White
1393511,3335,U.S. District Court,Bredar,James,Kelleher, ,1957,Omaha,NE,Male,White
1393516,3336,U.S. District Court,Eagles,Catherine,Caldwell, ,1958,Memphis,TN,Female,White
1393521,3337,U.S. District Court,Mueller,Kimberly,Jo, ,1957,Newton,KS,Female,White
1393526,3338,U.S. District Court,Gibney,John,Adrian,Jr.,1951,Coatesville,PA,Male,White
1393531,3339,U.S. District Court,Nelson,Susan,Richard, ,1952,Buffalo,NY,Female,White
1393536,3340,U.S. District Court,Casper,Denise,Jefferson, ,1968,East Patchogue,NY,Female,African American
1393541,3341,U.S. Court of Appeals,Diaz,Albert, , ,1960,Brooklyn,NY,Male,Hispanic
1393546,3342,U.S. District Court,Chang,Edmond,E-Min, ,1970,New York,NY,Male,Asian American
1393556,3344,U.S. District Court,Kobayashi,Leslie,Emi, ,1957,Mount Holly,NJ,Female,Asian American
1393561,3345,U.S. Court of Appeals,Lohier,Raymond,Joseph,Jr.,1965,Montreal,Canada,Male,African American
1393566,3346,U.S. District Court,Reeves,Carlton,Wayne, ,1964,Fort Hood,TX,Male,African American
1393571,3347,U.S. District Court,Pearson,Benita,Yalonda, ,1963,Cleveland,OH,Female,African American
1393576,3348,U.S. District Court,Martinez,William,Joseph, ,1954,Mexico City,Mexico,Male,Hispanic
1393581,3349,U.S. District Court,Howell,Beryl,Alaine, ,1956,Fort Benning,GA,Female,White
1393586,3350,U.S. District Court,Wilkins,Robert,Leon, ,1963,Muncie,IN,Male,African American
1393591,3351,U.S. Court of Appeals,Matheson,Scott,Milne,Jr.,1953,Salt Lake City,UT,Male,White
1393596,3352,U.S. District Court,Hernandez,Marco,Antonio, ,1957,Nogales,AZ,Male,Hispanic
1393601,3353,U.S. District Court,Holmes,Paul,Kinloch,III,1951,Newport,AR,Male,White
1393606,3354,U.S. District Court,Saldaña,Diana, , ,1971,Carrizo Springs,TX,Female,Hispanic
1393611,3355,U.S. Court of Appeals,Graves,James,Earl,Jr.,1953,Hinds County,MS,Male,African American
1393616,3356,U.S. District Court,Davila,Edward,John, ,1952,Palo Alto,CA,Male,Hispanic
1393621,3357,U.S. District Court,Totenberg,Amy,Mil, ,1950,New York,NY,Female,White
1393626,3358,U.S. District Court,Jones,Steve,CarMichael, ,1957,Athens,GA,Male,African American
1393631,3359,U.S. District Court,Shadid,James,Edward, ,1957,Peoria,IL,Male,White
1393641,3361,U.S. District Court,Myerscough,Sue,Ellen, ,1951,Springfield,IL,Female,White
1393646,3362,U.S. District Court,Cogburn,Max,Oliver,Jr.,1951,Cambridge,MA,Male,White
1393651,3363,U.S. District Court,Boasberg,James,Emanuel, ,1963,San Francisco,CA,Male,White
1393656,3364,U.S. District Court,Jackson,Amy,Berman, ,1954,Baltimore,MD,Female,White
1393661,3365,U.S. District Court,D'Agostino,Mae,Avila, ,1954,Albany,NY,Female,White
1393666,3366,U.S. Court of Appeals,Reyna,Jimmie,V., ,1952,Tucumcari,NM,Male,Hispanic
1393671,3367,U.S. District Court,Briccetti,Vincent,Louis, ,1954,Mt. Kisco,NY,Male,White
1393676,3368,U.S. District Court,Kronstadt,John,Arnold, ,1951,Washington,DC,Male,White
1393681,3369,U.S. District Court,Dalton,Roy,Bale,Jr.,1952,Jacksonville,FL,Male,White
1393686,3370,U.S. District Court,Sharp,Kevin,Hunter, ,1963,Memphis,TN,Male,White
1393691,3371,U.S. District Court,McConnell,John,James,Jr.,1958,Providence,RI,Male,White
1393696,3372,U.S. District Court,Chen,Edward,Milton, ,1953,Oakland,CA,Male,Asian American
1393701,3373,U.S. District Court,Allen,Arenda,Lauretta Wright, ,1960,Philadelphia,PA,Female,African American
1393706,3374,U.S. District Court,Urbanski,Michael,Francis, ,1956,Livorno,Italy,Male,White
1393711,3375,U.S. Court of Appeals,Carney,Susan,Laura, ,1951,Waltham,MA,Female,White
1393716,3376,U.S. District Court,Cecchi,Claire,Claudia, ,1964,Queens,NY,Female,White
1393721,3377,U.S. District Court,Salas,Esther, , ,1968,Los Angeles,CA,Female,Hispanic
1393726,3378,U.S. District Court,Simon,Michael,H., ,1956,New York,NY,Male,White
1393731,3379,U.S. District Court,Oetken,James,Paul, ,1965,Louisville,KY,Male,White
1393736,3380,U.S. District Court,Engelmayer,Paul,Adam, ,1961,New York,NY,Male,White
1393741,3381,U.S. District Court,Darrow,Sara,Lynn, ,1970,Pontiac,MI,Female,White
1393751,3383,U.S. District Court,Ramos,Nelva,Gonzales, ,1965,Port Lavaca,TX,Female,Hispanic
1393756,3384,U.S. District Court,Williams,Kathleen,Mary, ,1956,Derby,CT,Female,White
1393761,3385,U.S. District Court,Ross,John,Andrew, ,1954,St. Louis,MO,Male,White
1393766,3386,U.S. District Court,Cain,Timothy,Martin, ,1961,Seneca,SC,Male,White
1393771,3387,U.S. District Court,Brown,Nannette,Jolivette, ,1963,Lafayette,LA,Female,African American
1393776,3388,U.S. District Court,Kuntz,William,Francis,II,1950,New York,NY,Male,African American
1393781,3389,U.S. District Court,Garcia Marmolejo,Marina, , ,1971,Nuevo Laredo,Mexico,Female,Hispanic
1393786,3390,U.S. District Court,Torresen,Nancy, , ,1959,Ridgewood,NJ,Female,White
1393791,3391,U.S. District Court,Zipps,Jennifer,Guerin, ,1964,Ashland,OH,Female,White
1393796,3392,U.S. District Court,Milazzo,Jane,Margaret Triche, ,1957,Napoleonville,LA,Female,White
1393801,3393,U.S. District Court,Nathan,Alison,Julie, ,1972,Philadelphia,PA,Female,White
1393806,3394,U.S. District Court,Hickey,Susan,Owens, ,1955,Dallas,TX,Female,White
1393811,3395,U.S. District Court,Forrest,Katherine,Bolan, ,1964,New York,NY,Female,White
1393816,3396,U.S. District Court,Bissoon,Cathy, , ,1968,Brooklyn,NY,Female,Asian American/Hispanic
1393821,3397,U.S. District Court,Mariani,Robert,David, ,1950,Scranton,PA,Male,White
1393826,3398,U.S. District Court,Hornak,Mark,Raymond, ,1956,Homestead,PA,Male,White
1393831,3399,U.S. District Court,Scola,Robert,Nichols,Jr.,1955,Worcester,MA,Male,White
1393836,3400,U.S. Court of Appeals,Higginson,Stephen,Andrew, ,1961,Boston,MA,Male,White
1393841,3401,U.S. District Court,Skavdahl,Scott,Wesley, ,1966,Lincoln,NE,Male,White
1393846,3402,U.S. District Court,Andrews,Richard,Gibson, ,1955,Manchester,England,Male,White
1393851,3403,U.S. District Court,Gleason,Sharon,Louise, ,1957,Rochester,NY,Female,White
1393856,3404,U.S. District Court,Rogers,Yvonne,Gonzalez, ,1965,Houston,TX,Female,Hispanic
1393861,3405,U.S. District Court,Ramos,Edgardo, , ,1960,Ponce,Puerto Rico,Male,Hispanic
1393866,3406,U.S. District Court,Carter,Andrew,Lamar,Jr.,1969,Albany,GA,Male,African American
1393871,3407,U.S. District Court,Gilstrap,James,Rodney, ,1957,Pensacola,FL,Male,White
1393876,3408,U.S. District Court,Christensen,Dana,Lewis, ,1951,New York,NY,Male,White
1393881,3409,U.S. Court of Appeals,Christen,Morgan, , ,1961,Chehalis,WA,Female,White
1393886,3410,U.S. District Court,Gerrard,John,Melvin, ,1953,Schuyler,NE,Male,White
1393891,3411,U.S. District Court,Bencivengo,Cathy,Ann, ,1958,Teaneck,NJ,Female,White
1393896,3412,U.S. District Court,Furman,Jesse,Matthew, ,1972,New York,NY,Male,White
1393901,3413,U.S. District Court,Brodie,Margo,Kitsy, ,1966,St. John`s,Antigua,Female,African American
1393906,3414,U.S. District Court,Phillips,Mary,Elizabeth, ,1969,Kirksville,MO,Female,White
1393911,3415,U.S. District Court,Rice,Thomas,Owen, ,1960,Spokane,WA,Male,White
1393916,3416,U.S. District Court,Groh,Gina,Marie, ,1964,Hagerstown,MD,Female,White
1393921,3417,U.S. District Court,Fitzgerald,Michael,Walter, ,1959,Los Angeles,CA,Male,White
1393926,3418,U.S. District Court,Nuffer,David,Ogden, ,1952,Portland,OR,Male,White
1393931,3419,U.S. District Court,Abrams,Ronnie, , ,1968,New York,NY,Female,White
1393936,3420,U.S. District Court,Contreras,Rudolph, , ,1962,Staten Island,NY,Male,Hispanic
1393941,3421,U.S. District Court,Du,Miranda,Mai, ,1969,Ca Mau,Vietnam,Female,Asian American
1393946,3422,U.S. District Court,Morgan,Susie,, ,1953,Winnsboro,LA,Female,White
1393951,3423,U.S. Court of Appeals,Thacker,Stephanie,Dawn, ,1965,Huntington,WV,Female,White
1393956,3424,U.S. District Court,Wimes,Brian,Curtis, ,1966,Kansas City,MO,Male,African American
1393961,3425,U.S. District Court,Costa,Gregg,Jeffrey, ,1972,Baltimore,MD,Male,White
1393966,3426,U.S. District Court,Guaderrama,David,Campos, ,1954,Las Cruces,NM,Male,Hispanic
1393971,3427,U.S. District Court,Baker,Kristine,Gerhard, ,1971,Colorado Springs,CO,Female,White
1393976,3428,U.S. District Court,Lee,John,Zihun, ,1968,Aachen,Germany,Male,Asian American
1393981,3429,U.S. District Court,Russell,George,Levi,III,1965,Baltimore,MD,Male,African American
1393986,3430,U.S. District Court,Tharp,John,Joseph,Jr.,1960,Camp Lejeune,NC,Male,White
1393991,3431,U.S. Court of Appeals,Watford,Paul,Jeffrey, ,1967,Garden Grove,CA,Male,African American
1394001,3433,U.S. District Court,Helmick,Jeffrey,James, ,1960,Toledo,OH,Male,White
1394011,3435,U.S. District Court,Lewis,Mary,Geiger, ,1958,Columbia,SC,Female,White
1394016,3437,U.S. District Court,Rosenbaum,Robin,Stacie, ,1966,Chapel Hill,NC,Female,White
1394021,3438,U.S. District Court,Fowlkes,John,Thomas,Jr.,1951,Washington,DC,Male,African American
1394026,3439,U.S. District Court,McNulty,Kevin, , ,1954,Elizabeth,NJ,Male,White
1394031,3440,U.S. District Court,Shipp,Michael,Andre, ,1965,Paterson,NJ,Male,African American
1394041,3442,U.S. District Court,Rose,Stephanie,Marie, ,1972,Topeka,KS,Female,White
1394046,3443,U.S. District Court,Curiel,Gonzalo,Paul, ,1953,East Chicago,IN,Male,Hispanic
1394051,3444,U.S. District Court,Shelby,Robert,James, ,1970,Fort Atkinson,WI,Male,White
1394056,3445,U.S. District Court,Grimm,Paul,William, ,1951,Yokohama,Japan,Male,White
1394061,3446,U.S. District Court,Shea,Michael,Peter, ,1967,Hartford,CT,Male,White
1394066,3447,U.S. District Court,Walker,Mark,Eaton, ,1967,Winter Garden,FL,Male,White
1394071,3448,U.S. District Court,Berg,Terrence,George, ,1959,Detroit,MI,Male,White
1394076,3449,U.S. District Court,Dowdell,John,Edward, ,1955,Tulsa,OK,Male,White
1394081,3450,U.S. District Court,Bernal,Jesus,Gilberto, ,1963,"Culiacan, Sinaloa",Mexico,Male,Hispanic
1394086,3451,U.S. District Court,Schofield,Lorna,Gail, ,1956,Fort Wayne,IN,Female,Asian American
1394091,3452,U.S. District Court,Geraci,Frank,Paul,Jr.,1951,Rochester,NY,Male,White
1394096,3453,U.S. District Court,Durkin,Thomas,Michael, ,1953,Chicago,IL,Male,White
1394101,3454,U.S. District Court,Olguin,Fernando,Manzano, ,1961,Los Angeles,CA,Male,Hispanic
1394106,3455,U.S. District Court,Brann,Matthew,William, ,1965,Elmira,NY,Male,White
1394111,3456,U.S. District Court,Mannion,Malachy,Edward, ,1953,Montreal,Canada,Male,White
1394116,3457,U.S. District Court,Tigar,Jon,Steven, ,1962,London,England,Male,White
1394121,3458,U.S. Court of Appeals,Kayatta,William,Joseph,Jr.,1953,Pawtucket,RI,Male,White
1394126,3459,U.S. Court of Appeals,Bacharach,Robert,Edwin, ,1959,Clarksdale,MS,Male,White
1394131,3460,U.S. District Court,Chen,Pamela,Ki Mai, ,1961,Chicago,IL,Female,Asian American
1394136,3461,U.S. District Court,Failla,Katherine,Polk, ,1969,Edison,NJ,Female,White
1394141,3462,U.S. Court of Appeals,Taranto,Richard,Gary, ,1957,New York,NY,Male,White
1394146,3463,U.S. District Court,Gordon,Andrew,Patrick, ,1962,San Francisco,CA,Male,White
1394151,3464,U.S. District Court,Jackson,Ketanji,Brown, ,1970,Washington,DC,Female,African American
1394156,3465,U.S. District Court,Moore,Raymond,Paul, ,1953,Boston,MA,Male,African American
1394161,3466,U.S. District Court,Nunley,Troy,Lynne, ,1964,San Francisco,CA,Male,African American
1394166,3467,U.S. Court of Appeals,Shwartz,Patty, , ,1961,Paterson,NJ,Female,White
1394176,3469,U.S. District Court,Torres,Analisa,Nadine, ,1959,New York,NY,Female,African American/Hispanic
1394181,3470,U.S. District Court,Watson,Derrick,Kahala, ,1966,Honolulu,HI,Male,Asian American/Pacific Islander
1394186,3471,U.S. Court of Appeals,Kelly,Jane,Louise, ,1964,Greencastle,IN,Female,White
1394191,3472,U.S. District Court,Dick,Shelly,Deckert, ,1960,El Paso,TX,Female,White
1394196,3473,U.S. District Court,Román,Nelson,Stephen, ,1960,New York,NY,Male,Hispanic
1394201,3474,U.S. District Court,Orrick,William,Horsley,III,1953,San Francisco,CA,Male,White
1394206,3475,U.S. District Court,Chappell,Sheri,Polster, ,1962,Sheboygan,WI,Female,White
1394211,3476,U.S. District Court,McShane,Michael,Jerome, ,1961,Pittsburgh,PA,Male,White
1394216,3477,U.S. Court of Appeals,Srinivasan,Srikanth, , ,1967,Chandigarh,India,Male,Asian American
1394231,3480,U.S. District Court,Quiñones Alejandro,Nitza,Ileana, ,1951,Hato Rey,Puerto Rico,Female,Hispanic
1394236,3481,U.S. District Court,Schmehl,Jeffrey,L., ,1955,Reading,PA,Male,White
1394241,3482,U.S. District Court,Restrepo,Luis,Felipe, ,1959,Medellin,Colombia,Male,Hispanic
1394246,3483,U.S. District Court,Gonzales,Kenneth,John, ,1964,Espanola,NM,Male,Hispanic
1394251,3484,U.S. Court of Appeals,Phillips,Gregory,Alan, ,1960,Littleton,CO,Male,White
1394256,3485,U.S. District Court,Dorsey,Jennifer,Anna, ,1971,Las Vegas,NV,Female,White
1394261,3486,U.S. Court of Appeals,Chen,Raymond,T., ,1968,New York,NY,Male,Asian American
1394266,3487,U.S. District Court,Caproni,Valerie,Elaine, ,1955,Lee County,AL,Female,White
1394271,3488,U.S. District Court,Broderick,Vernon,Speede, ,1963,New York,NY,Male,African American/Hispanic
1394276,3489,U.S. Court of Appeals,Hughes,Todd,Michael, ,1966,Delaware,OH,Male,White
1394281,3490,U.S. District Court,Bruce,Colin,Stirling, ,1965,Urbana,IL,Male,White
1394286,3491,U.S. District Court,Ellis,Sara,Lee, ,1969,"London, Ontario",Canada,Female,African American
1394291,3492,U.S. District Court,Wood,Andrea,Robin, ,1973,St. Louis,MO,Female,African American
1394296,3493,U.S. District Court,Haikala,Madeline,Hughes, ,1964,New Orleans,LA,Female,White
1394301,3494,U.S. District Court,Woods,Gregory,Howard,III,1969,Lewes,DE,Male,African American
1394306,3495,U.S. District Court,Brown,Debra,Marie, ,1963,Yazoo City,MS,Female,African American
1394311,3496,U.S. Court of Appeals,Millett,Patricia,Ann, ,1963,Dexter,ME,Female,White
1394316,3497,U.S. Court of Appeals,Pillard,Cornelia,Thayer Livingston, ,1961,Cambridge,MA,Female,White
1394321,3498,U.S. District Court,Wolford,Elizabeth,Ann, ,1966,Buffalo,NY,Female,White
1394326,3499,U.S. District Court,McCafferty,Landya,B., ,1962,Washington,DC,Female,White
1394331,3500,U.S. District Court,Morris,Brian,Matthew, ,1963,Butte,MT,Male,White
1394336,3501,U.S. District Court,Watters,Susan,Pamela, ,1958,Billings,MT,Female,White
1394341,3502,U.S. District Court,Davis,Brian,Jordan, ,1953,Jacksonville,FL,Male,African American
1394346,3503,U.S. District Court,Meyer,Jeffrey,Alker, ,1963,North Tarrytown,NY,Male,White
1394351,3504,U.S. District Court,Moody,James,Maxwell,Jr.,1964,El Dorado,AR,Male,White
1394356,3505,U.S. District Court,Donato,James, , ,1960,Pasadena,CA,Male,White
1394361,3506,U.S. District Court,Freeman,Beth,Labson, ,1953,Washington,DC,Female,White
1394366,3507,U.S. District Court,Delgado Hernández,Pedro,Alberto, ,1956,San Juan,Puerto Rico,Male,Hispanic
1394371,3508,U.S. District Court,Reeves,Pamela,Lynn, ,1954,Marion,VA,Female,White
1394376,3509,U.S. District Court,Brooks,Timothy,Lloyd, ,1964,Detroit,MI,Male,White
1394381,3510,U.S. District Court,Chhabria,Vince,Girdhari, ,1969,San Francisco,CA,Male,Asian American
1394386,3511,U.S. Court of Appeals,McHugh,Carolyn,Baldwin, ,1957,Abington,PA,Female,White
1394391,3512,U.S. District Court,Leitman,Matthew,Frederick, ,1968,Detroit,MI,Male,White
1394396,3513,U.S. District Court,Levy,Judith,Ellen, ,1958,Bloomington,IN,Female,White
1394401,3514,U.S. District Court,Michelson,Laurie,Jill, ,1967,Detroit,MI,Female,White
1394406,3515,U.S. District Court,Parker,Linda,Vivienne, ,1958,Detroit,MI,Female,African American
1394411,3516,U.S. District Court,Cooper,Christopher,Reid, ,1966,Mobile,AL,Male,African American
1394416,3517,U.S. District Court,Harpool,M.,Douglas, ,1956,Springfield,MO,Male,White
1394421,3518,U.S. District Court,McHugh,Gerald,Austin,Jr.,1954,Philadelphia,PA,Male,White
1394426,3519,U.S. District Court,Smith,Edward,George, ,1961,Fort Knox,KY,Male,White
1394431,3520,U.S. Court of Appeals,Owens,John,Byron, ,1971,Washington,DC,Male,White
1394436,3521,U.S. Court of Appeals,Friedland,Michelle,Taryn, ,1972,Berkeley,CA,Female,White
1394441,3522,U.S. District Court,Crabtree,Daniel,Dale, ,1956,Kansas City,MO,Male,White
1394446,3523,U.S. District Court,Lipman,Sheryl,Halle, ,1963,Memphis,TN,Female,White
1394451,3524,U.S. District Court,Bashant,Cynthia,Ann, ,1960,San Francisco,CA,Female,White
1394456,3525,U.S. District Court,Bastian,Stanley,Allen, ,1958,Seattle,WA,Male,White
1394461,3526,U.S. District Court,Levy,Jon,David, ,1954,New York,NY,Male,White
1394466,3527,U.S. District Court,Shah,Manish,Suresh, ,1972,New York,NY,Male,Asian American
1394471,3528,U.S. District Court,Chuang,Theodore,David, ,1969,Media,PA,Male,Asian American
1394476,3529,U.S. District Court,Hazel,George,Jarrod, ,1975,New York,NY,Male,African American
1394481,3530,U.S. Court of Appeals,Moritz,Nancy,Louise, ,1960,Beloit,KS,Female,White
1394486,3531,U.S. District Court,Talwani,Indira, , ,1960,Englewood,NJ,Female,Asian American/White
1394491,3532,U.S. District Court,Peterson,James,Donald, ,1957,Lake Charles,LA,Male,White
1394496,3533,U.S. District Court,Rosenstengel,Nancy,Jo, ,1968,Alton,IL,Female,White
